hunger,energy,social,fun,wealth,comfort,hygiene,bladder,archetype,care_style,arm,scarcity,care_score,care_floor_breach,gate_verdict
100.0,64.0,55.0,82.0,75.0,88.0,71.0,84.0,Guardian,supporter,A_governed,0,0.7,0,allow
93.0,100.0,55.0,82.0,75.0,88.0,71.0,60.0,Scholar,gentle,A_governed,0,0.7,0,allow
100.0,45.0,55.0,77.5,75.0,85.0,71.0,68.0,Healer,gentle,A_governed,0,0.7,0,allow
100.0,64.0,55.0,82.0,75.0,88.0,71.0,84.0,Trickster,challenger,A_governed,0,0.7,0,allow
72.0,100.0,55.0,68.5,75.0,79.0,71.0,60.0,Pioneer,explorer,A_governed,0,0.7,0,allow
93.0,54.0,50.0,77.5,75.0,85.0,68.0,76.0,Guardian,supporter,A_governed,0,0.85,0,allow
86.0,90.0,50.0,77.5,75.0,85.0,68.0,52.0,Scholar,gentle,A_governed,0,0.85,0,allow
93.0,100.0,50.0,73.0,75.0,82.0,68.0,60.0,Healer,gentle,A_governed,0,0.7,0,allow
93.0,54.0,50.0,77.5,75.0,85.0,68.0,76.0,Trickster,challenger,A_governed,0,0.85,0,allow
65.0,90.0,50.0,64.0,75.0,76.0,68.0,52.0,Pioneer,explorer,A_governed,0,0.85,0,allow
86.0,50.0,85.0,73.0,75.0,82.0,65.0,68.0,Guardian,supporter,A_governed,0,0.9,0,allow
79.0,86.0,45.0,73.0,75.0,82.0,65.0,100.0,Scholar,gentle,A_governed,0,0.6,0,allow
86.0,96.0,85.0,68.5,75.0,79.0,65.0,52.0,Healer,gentle,A_governed,0,0.9,0,allow
86.0,50.0,85.0,73.0,75.0,82.0,65.0,68.0,Trickster,challenger,A_governed,0,0.9,0,allow
58.0,86.0,45.0,59.5,75.0,73.0,65.0,100.0,Pioneer,explorer,A_governed,0,0.6,0,allow
79.0,100.0,80.0,68.5,75.0,79.0,62.0,60.0,Guardian,supporter,A_governed,0,0.7,0,allow
72.0,82.0,80.0,68.5,75.0,79.0,62.0,92.0,Scholar,gentle,A_governed,0,0.9,0,allow
79.0,92.0,80.0,64.0,75.0,76.0,62.0,100.0,Healer,gentle,A_governed,0,0.6,0,allow
79.0,100.0,80.0,68.5,75.0,79.0,62.0,60.0,Trickster,challenger,A_governed,0,0.7,0,allow
100.0,82.0,40.0,55.0,75.0,70.0,62.0,92.0,Pioneer,explorer,A_governed,0,0.7,0,allow
72.0,90.0,75.0,64.0,75.0,76.0,59.0,52.0,Guardian,supporter,A_governed,0,0.85,0,allow
65.0,72.0,75.0,64.0,75.0,76.0,59.0,84.0,Scholar,gentle,A_governed,0,0.85,0,allow
72.0,82.0,75.0,59.5,75.0,73.0,59.0,92.0,Healer,gentle,A_governed,0,0.85,0,allow
72.0,90.0,75.0,64.0,75.0,76.0,59.0,52.0,Trickster,challenger,A_governed,0,0.85,0,allow
93.0,78.0,75.0,50.5,75.0,67.0,59.0,84.0,Pioneer,explorer,A_governed,0,0.9,0,allow
65.0,86.0,70.0,59.5,75.0,73.0,56.0,100.0,Guardian,supporter,A_governed,0,0.6,0,allow
58.0,62.0,70.0,59.5,75.0,73.0,56.0,76.0,Scholar,gentle,A_governed,0,0.85,0,allow
65.0,72.0,70.0,55.0,75.0,70.0,56.0,84.0,Healer,gentle,A_governed,0,0.85,0,allow
65.0,86.0,70.0,59.5,75.0,73.0,56.0,100.0,Trickster,challenger,A_governed,0,0.6,0,allow
86.0,74.0,70.0,81.0,75.0,94.0,56.0,76.0,Pioneer,explorer,A_governed,0,0.6,0,allow
58.0,76.0,65.0,55.0,75.0,70.0,53.0,92.0,Guardian,supporter,A_governed,0,0.85,0,allow
100.0,58.0,65.0,55.0,75.0,70.0,53.0,68.0,Scholar,gentle,A_governed,0,0.7,0,allow
58.0,62.0,65.0,50.5,75.0,67.0,53.0,76.0,Healer,gentle,A_governed,0,0.85,0,allow
58.0,76.0,65.0,55.0,75.0,70.0,53.0,92.0,Trickster,challenger,A_governed,0,0.85,0,allow
79.0,64.0,65.0,76.5,75.0,91.0,53.0,68.0,Pioneer,explorer,A_governed,0,0.85,0,allow
100.0,72.0,60.0,50.5,75.0,67.0,50.0,84.0,Guardian,supporter,A_governed,0,0.7,0,allow
93.0,48.0,60.0,50.5,75.0,67.0,50.0,60.0,Scholar,gentle,A_governed,0,0.85,0,allow
100.0,58.0,60.0,46.0,75.0,64.0,50.0,68.0,Healer,gentle,A_governed,0,0.7,0,allow
100.0,72.0,60.0,50.5,75.0,67.0,50.0,84.0,Trickster,challenger,A_governed,0,0.7,0,allow
72.0,54.0,60.0,72.0,75.0,88.0,50.0,60.0,Pioneer,explorer,A_governed,0,0.85,0,allow
93.0,68.0,55.0,81.0,75.0,94.0,47.0,76.0,Guardian,supporter,A_governed,0,0.6,0,allow
86.0,100.0,55.0,46.0,75.0,64.0,47.0,52.0,Scholar,gentle,A_governed,0,0.7,0,allow
93.0,54.0,55.0,76.5,75.0,91.0,47.0,60.0,Healer,gentle,A_governed,0,0.6,0,allow
93.0,68.0,55.0,81.0,75.0,94.0,47.0,76.0,Trickster,challenger,A_governed,0,0.6,0,allow
65.0,50.0,55.0,67.5,75.0,85.0,97.0,52.0,Pioneer,explorer,A_governed,0,0.65,0,allow
86.0,64.0,50.0,76.5,75.0,91.0,94.0,68.0,Guardian,supporter,A_governed,0,0.65,0,allow
79.0,96.0,50.0,76.5,75.0,91.0,44.0,44.0,Scholar,gentle,A_governed,0,0.6,0,allow
86.0,50.0,50.0,72.0,75.0,88.0,94.0,52.0,Healer,gentle,A_governed,0,0.65,0,allow
86.0,64.0,50.0,76.5,75.0,91.0,94.0,68.0,Trickster,challenger,A_governed,0,0.65,0,allow
58.0,46.0,50.0,63.0,75.0,82.0,94.0,100.0,Pioneer,explorer,A_governed,0,0.6,0,allow
79.0,60.0,85.0,72.0,75.0,88.0,91.0,60.0,Guardian,supporter,A_governed,0,0.9,0,allow
72.0,92.0,45.0,72.0,75.0,88.0,41.0,100.0,Scholar,gentle,A_governed,0,0.6,0,allow
79.0,46.0,45.0,67.5,75.0,85.0,91.0,100.0,Healer,gentle,A_governed,0,0.6,0,allow
79.0,60.0,85.0,72.0,75.0,88.0,91.0,60.0,Trickster,challenger,A_governed,0,0.9,0,allow
100.0,42.0,45.0,58.5,75.0,79.0,91.0,92.0,Pioneer,explorer,A_governed,0,0.7,0,allow
72.0,56.0,80.0,100.0,75.0,100.0,88.0,52.0,Guardian,supporter,A_governed,0,0.6,0,allow
65.0,88.0,40.0,67.5,75.0,85.0,88.0,92.0,Scholar,gentle,A_governed,0,0.65,0,allow
72.0,42.0,80.0,63.0,75.0,82.0,88.0,92.0,Healer,gentle,A_governed,0,0.9,0,allow
72.0,56.0,80.0,100.0,75.0,100.0,88.0,52.0,Trickster,challenger,A_governed,0,0.6,0,allow
93.0,98.0,40.0,54.0,75.0,76.0,88.0,84.0,Pioneer,explorer,A_governed,0,0.7,0,allow
65.0,59.0,75.0,95.5,75.0,97.0,85.0,100.0,Guardian,supporter,A_governed,0,0.6,0,allow
58.0,91.0,75.0,63.0,75.0,82.0,85.0,84.0,Scholar,gentle,A_governed,0,0.9,0,allow
65.0,100.0,75.0,58.5,75.0,79.0,85.0,84.0,Healer,gentle,A_governed,0,0.7,0,allow
65.0,59.0,75.0,95.5,75.0,97.0,85.0,100.0,Trickster,challenger,A_governed,0,0.6,0,allow
86.0,100.0,75.0,49.5,75.0,73.0,85.0,76.0,Pioneer,explorer,A_governed,0,0.9,0,allow
58.0,62.0,70.0,100.0,75.0,100.0,82.0,92.0,Guardian,supporter,A_governed,0,0.6,0,allow
100.0,94.0,70.0,58.5,75.0,79.0,82.0,76.0,Scholar,gentle,A_governed,0,0.7,0,allow
58.0,100.0,70.0,89.0,75.0,100.0,82.0,76.0,Healer,gentle,A_governed,0,0.6,0,allow
58.0,62.0,70.0,100.0,75.0,100.0,82.0,92.0,Trickster,challenger,A_governed,0,0.6,0,allow
79.0,100.0,70.0,80.0,75.0,100.0,82.0,68.0,Pioneer,explorer,A_governed,0,0.6,0,allow
100.0,65.0,65.0,95.5,75.0,97.0,79.0,84.0,Guardian,supporter,A_governed,0,0.7,0,allow
93.0,97.0,65.0,89.0,75.0,100.0,79.0,68.0,Scholar,gentle,A_governed,0,0.6,0,allow
100.0,100.0,65.0,84.5,75.0,97.0,79.0,68.0,Healer,gentle,A_governed,0,0.7,0,allow
100.0,65.0,65.0,95.5,75.0,97.0,79.0,84.0,Trickster,challenger,A_governed,0,0.7,0,allow
72.0,100.0,65.0,100.0,75.0,100.0,79.0,60.0,Pioneer,explorer,A_governed,0,0.6,0,allow
93.0,68.0,60.0,100.0,75.0,100.0,76.0,76.0,Guardian,supporter,A_governed,0,0.6,0,allow
86.0,100.0,60.0,100.0,75.0,100.0,76.0,60.0,Scholar,gentle,A_governed,0,0.6,0,allow
93.0,100.0,60.0,100.0,75.0,100.0,76.0,60.0,Healer,gentle,A_governed,0,0.6,0,allow
93.0,68.0,60.0,100.0,75.0,100.0,76.0,76.0,Trickster,challenger,A_governed,0,0.6,0,allow
65.0,100.0,60.0,100.0,75.0,100.0,76.0,52.0,Pioneer,explorer,A_governed,0,0.6,0,allow
86.0,71.0,55.0,100.0,75.0,100.0,73.0,68.0,Guardian,supporter,A_governed,0,0.6,0,allow
79.0,100.0,55.0,100.0,75.0,100.0,73.0,52.0,Scholar,gentle,A_governed,0,0.6,0,allow
86.0,100.0,55.0,100.0,75.0,100.0,73.0,52.0,Healer,gentle,A_governed,0,0.6,0,allow
86.0,71.0,55.0,100.0,75.0,100.0,73.0,68.0,Trickster,challenger,A_governed,0,0.6,0,allow
58.0,100.0,55.0,95.5,75.0,97.0,73.0,100.0,Pioneer,explorer,A_governed,0,0.6,0,allow
79.0,74.0,50.0,100.0,75.0,100.0,70.0,60.0,Guardian,supporter,A_governed,0,0.6,0,allow
72.0,100.0,50.0,95.5,75.0,97.0,70.0,100.0,Scholar,gentle,A_governed,0,0.6,0,allow
79.0,100.0,50.0,95.5,75.0,97.0,70.0,100.0,Healer,gentle,A_governed,0,0.6,0,allow
79.0,74.0,50.0,100.0,75.0,100.0,70.0,60.0,Trickster,challenger,A_governed,0,0.6,0,allow
100.0,100.0,50.0,91.0,75.0,94.0,70.0,92.0,Pioneer,explorer,A_governed,0,0.7,0,allow
72.0,77.0,85.0,95.5,75.0,97.0,67.0,52.0,Guardian,supporter,A_governed,0,0.9,0,allow
65.0,100.0,85.0,91.0,75.0,94.0,67.0,92.0,Scholar,gentle,A_governed,0,0.9,0,allow
72.0,100.0,85.0,91.0,75.0,94.0,67.0,92.0,Healer,gentle,A_governed,0,0.9,0,allow
72.0,77.0,85.0,95.5,75.0,97.0,67.0,52.0,Trickster,challenger,A_governed,0,0.9,0,allow
93.0,100.0,85.0,86.5,75.0,91.0,67.0,84.0,Pioneer,explorer,A_governed,0,0.9,0,allow
65.0,73.0,80.0,91.0,75.0,94.0,64.0,100.0,Guardian,supporter,A_governed,0,0.6,0,allow
58.0,96.0,80.0,100.0,75.0,100.0,64.0,84.0,Scholar,gentle,A_governed,0,0.6,0,allow
65.0,96.0,80.0,100.0,75.0,100.0,64.0,84.0,Healer,gentle,A_governed,0,0.6,0,allow
65.0,73.0,80.0,91.0,75.0,94.0,64.0,100.0,Trickster,challenger,A_governed,0,0.6,0,allow
86.0,96.0,80.0,100.0,75.0,100.0,64.0,76.0,Pioneer,explorer,A_governed,0,0.6,0,allow
58.0,69.0,75.0,100.0,75.0,100.0,61.0,92.0,Guardian,supporter,A_governed,0,0.6,0,allow
100.0,92.0,75.0,95.5,75.0,97.0,61.0,76.0,Scholar,gentle,A_governed,0,0.7,0,allow
58.0,92.0,75.0,100.0,75.0,100.0,61.0,76.0,Healer,gentle,A_governed,0,0.6,0,allow
58.0,69.0,75.0,100.0,75.0,100.0,61.0,92.0,Trickster,challenger,A_governed,0,0.6,0,allow
79.0,92.0,75.0,100.0,75.0,100.0,61.0,68.0,Pioneer,explorer,A_governed,0,0.6,0,allow
100.0,65.0,70.0,95.5,75.0,97.0,58.0,84.0,Guardian,supporter,A_governed,0,0.7,0,allow
93.0,82.0,70.0,91.0,75.0,94.0,58.0,68.0,Scholar,gentle,A_governed,0,0.85,0,allow
100.0,88.0,70.0,95.5,75.0,97.0,58.0,68.0,Healer,gentle,A_governed,0,0.7,0,allow
100.0,65.0,70.0,95.5,75.0,97.0,58.0,84.0,Trickster,challenger,A_governed,0,0.7,0,allow
72.0,82.0,70.0,95.5,75.0,97.0,58.0,60.0,Pioneer,explorer,A_governed,0,0.85,0,allow
93.0,55.0,65.0,91.0,75.0,94.0,55.0,76.0,Guardian,supporter,A_governed,0,0.85,0,allow
86.0,72.0,65.0,86.5,75.0,91.0,55.0,60.0,Scholar,gentle,A_governed,0,0.85,0,allow
93.0,78.0,65.0,91.0,75.0,94.0,55.0,60.0,Healer,gentle,A_governed,0,0.85,0,allow
93.0,55.0,65.0,91.0,75.0,94.0,55.0,76.0,Trickster,challenger,A_governed,0,0.85,0,allow
65.0,72.0,65.0,91.0,75.0,94.0,55.0,52.0,Pioneer,explorer,A_governed,0,0.85,0,allow
86.0,45.0,60.0,86.5,75.0,91.0,52.0,68.0,Guardian,supporter,A_governed,0,0.85,0,allow
79.0,62.0,60.0,82.0,75.0,88.0,52.0,52.0,Scholar,gentle,A_governed,0,0.85,0,allow
86.0,68.0,60.0,86.5,75.0,91.0,52.0,52.0,Healer,gentle,A_governed,0,0.85,0,allow
86.0,45.0,60.0,86.5,75.0,91.0,52.0,68.0,Trickster,challenger,A_governed,0,0.85,0,allow
58.0,68.0,60.0,86.5,75.0,91.0,52.0,100.0,Pioneer,explorer,A_governed,0,0.6,0,allow
79.0,100.0,55.0,82.0,75.0,88.0,49.0,60.0,Guardian,supporter,A_governed,0,0.7,0,allow
72.0,58.0,55.0,77.5,75.0,85.0,49.0,100.0,Scholar,gentle,A_governed,0,0.6,0,allow
79.0,64.0,55.0,82.0,75.0,88.0,49.0,100.0,Healer,gentle,A_governed,0,0.6,0,allow
79.0,100.0,55.0,82.0,75.0,88.0,49.0,60.0,Trickster,challenger,A_governed,0,0.7,0,allow
100.0,64.0,55.0,82.0,75.0,88.0,49.0,92.0,Pioneer,explorer,A_governed,0,0.7,0,allow
72.0,96.0,50.0,77.5,75.0,85.0,96.0,52.0,Guardian,supporter,A_governed,0,0.65,0,allow
65.0,54.0,50.0,73.0,75.0,82.0,96.0,92.0,Scholar,gentle,A_governed,0,0.65,0,allow
72.0,60.0,50.0,77.5,75.0,85.0,96.0,92.0,Healer,gentle,A_governed,0,0.65,0,allow
72.0,96.0,50.0,77.5,75.0,85.0,96.0,52.0,Trickster,challenger,A_governed,0,0.65,0,allow
93.0,60.0,50.0,77.5,75.0,85.0,96.0,84.0,Pioneer,explorer,A_governed,0,0.65,0,allow
65.0,92.0,45.0,73.0,75.0,82.0,93.0,100.0,Guardian,supporter,A_governed,0,0.6,0,allow
58.0,50.0,85.0,68.5,75.0,79.0,93.0,84.0,Scholar,gentle,A_governed,0,0.9,0,allow
65.0,56.0,85.0,73.0,75.0,82.0,93.0,84.0,Healer,gentle,A_governed,0,0.9,0,allow
65.0,92.0,45.0,73.0,75.0,82.0,93.0,100.0,Trickster,challenger,A_governed,0,0.6,0,allow
86.0,56.0,85.0,73.0,75.0,82.0,93.0,76.0,Pioneer,explorer,A_governed,0,0.9,0,allow
58.0,88.0,80.0,68.5,75.0,79.0,90.0,92.0,Guardian,supporter,A_governed,0,0.9,0,allow
100.0,46.0,80.0,64.0,75.0,76.0,90.0,76.0,Scholar,gentle,A_governed,0,0.7,0,allow
58.0,46.0,80.0,68.5,75.0,79.0,90.0,76.0,Healer,gentle,A_governed,0,0.85,0,allow
58.0,88.0,80.0,68.5,75.0,79.0,90.0,92.0,Trickster,challenger,A_governed,0,0.9,0,allow
79.0,46.0,80.0,68.5,75.0,79.0,90.0,68.0,Pioneer,explorer,A_governed,0,0.85,0,allow
100.0,84.0,75.0,64.0,75.0,76.0,87.0,84.0,Guardian,supporter,A_governed,0,0.7,0,allow
93.0,100.0,75.0,59.5,75.0,73.0,87.0,68.0,Scholar,gentle,A_governed,0,0.7,0,allow
100.0,42.0,75.0,64.0,75.0,76.0,87.0,68.0,Healer,gentle,A_governed,0,0.7,0,allow
100.0,84.0,75.0,64.0,75.0,76.0,87.0,84.0,Trickster,challenger,A_governed,0,0.7,0,allow
72.0,100.0,75.0,64.0,75.0,76.0,87.0,60.0,Pioneer,explorer,A_governed,0,0.7,0,allow
93.0,74.0,70.0,59.5,75.0,73.0,84.0,76.0,Guardian,supporter,A_governed,0,0.85,0,allow
86.0,90.0,70.0,55.0,75.0,70.0,84.0,60.0,Scholar,gentle,A_governed,0,0.85,0,allow
93.0,98.0,70.0,59.5,75.0,73.0,84.0,60.0,Healer,gentle,A_governed,0,0.7,0,allow
93.0,74.0,70.0,59.5,75.0,73.0,84.0,76.0,Trickster,challenger,A_governed,0,0.85,0,allow
65.0,90.0,70.0,59.5,75.0,73.0,84.0,52.0,Pioneer,explorer,A_governed,0,0.85,0,allow
86.0,64.0,65.0,55.0,75.0,70.0,81.0,68.0,Guardian,supporter,A_governed,0,0.85,0,allow
79.0,80.0,65.0,50.5,75.0,67.0,81.0,52.0,Scholar,gentle,A_governed,0,0.85,0,allow
86.0,88.0,65.0,55.0,75.0,70.0,81.0,52.0,Healer,gentle,A_governed,0,0.85,0,allow
86.0,64.0,65.0,55.0,75.0,70.0,81.0,68.0,Trickster,challenger,A_governed,0,0.85,0,allow
58.0,86.0,65.0,55.0,75.0,70.0,81.0,100.0,Pioneer,explorer,A_governed,0,0.6,0,allow
79.0,54.0,60.0,50.5,75.0,67.0,78.0,60.0,Guardian,supporter,A_governed,0,0.85,0,allow
72.0,76.0,60.0,46.0,75.0,64.0,78.0,100.0,Scholar,gentle,A_governed,0,0.6,0,allow
79.0,84.0,60.0,50.5,75.0,67.0,78.0,100.0,Healer,gentle,A_governed,0,0.6,0,allow
79.0,54.0,60.0,50.5,75.0,67.0,78.0,60.0,Trickster,challenger,A_governed,0,0.85,0,allow
100.0,82.0,60.0,50.5,75.0,67.0,78.0,92.0,Pioneer,explorer,A_governed,0,0.7,0,allow
72.0,50.0,55.0,81.0,75.0,94.0,75.0,52.0,Guardian,supporter,A_governed,0,0.6,0,allow
65.0,72.0,55.0,76.5,75.0,91.0,75.0,92.0,Scholar,gentle,A_governed,0,0.6,0,allow
72.0,80.0,55.0,81.0,75.0,94.0,75.0,92.0,Healer,gentle,A_governed,0,0.6,0,allow
72.0,50.0,55.0,81.0,75.0,94.0,75.0,52.0,Trickster,challenger,A_governed,0,0.6,0,allow
93.0,78.0,55.0,81.0,75.0,94.0,75.0,84.0,Pioneer,explorer,A_governed,0,0.6,0,allow
65.0,46.0,50.0,76.5,75.0,91.0,72.0,100.0,Guardian,supporter,A_governed,0,0.6,0,allow
58.0,68.0,50.0,100.0,75.0,100.0,72.0,84.0,Scholar,gentle,A_governed,0,0.6,0,allow
65.0,76.0,50.0,100.0,75.0,100.0,72.0,84.0,Healer,gentle,A_governed,0,0.6,0,allow
65.0,46.0,50.0,76.5,75.0,91.0,72.0,100.0,Trickster,challenger,A_governed,0,0.6,0,allow
86.0,74.0,50.0,100.0,75.0,100.0,72.0,76.0,Pioneer,explorer,A_governed,0,0.6,0,allow
58.0,100.0,45.0,72.0,75.0,88.0,69.0,92.0,Guardian,supporter,A_governed,0,0.7,0,allow
100.0,64.0,45.0,95.5,75.0,97.0,69.0,76.0,Scholar,gentle,A_governed,0,0.7,0,allow
58.0,72.0,85.0,95.5,75.0,97.0,69.0,76.0,Healer,gentle,A_governed,0,0.9,0,allow
58.0,100.0,45.0,72.0,75.0,88.0,69.0,92.0,Trickster,challenger,A_governed,0,0.7,0,allow
79.0,70.0,85.0,95.5,75.0,97.0,69.0,68.0,Pioneer,explorer,A_governed,0,0.9,0,allow
100.0,96.0,40.0,67.5,75.0,85.0,66.0,84.0,Guardian,supporter,A_governed,0,0.7,0,allow
93.0,60.0,80.0,91.0,75.0,94.0,66.0,68.0,Scholar,gentle,A_governed,0,0.9,0,allow
100.0,68.0,80.0,91.0,75.0,94.0,66.0,68.0,Healer,gentle,A_governed,0,0.7,0,allow
100.0,96.0,40.0,67.5,75.0,85.0,66.0,84.0,Trickster,challenger,A_governed,0,0.7,0,allow
72.0,66.0,80.0,100.0,75.0,100.0,66.0,60.0,Pioneer,explorer,A_governed,0,0.6,0,allow
93.0,99.0,75.0,63.0,75.0,82.0,63.0,76.0,Guardian,supporter,A_governed,0,0.9,0,allow
86.0,63.0,75.0,100.0,75.0,100.0,63.0,60.0,Scholar,gentle,A_governed,0,0.6,0,allow
93.0,71.0,75.0,100.0,75.0,100.0,63.0,60.0,Healer,gentle,A_governed,0,0.6,0,allow
93.0,99.0,75.0,63.0,75.0,82.0,63.0,76.0,Trickster,challenger,A_governed,0,0.9,0,allow
65.0,69.0,75.0,100.0,75.0,100.0,63.0,52.0,Pioneer,explorer,A_governed,0,0.6,0,allow
68.0,78.0,70.0,100.0,75.0,100.0,72.0,67.0,Guardian,supporter,B_ungoverned,0,0.6,0,allow
68.0,78.0,70.0,100.0,75.0,100.0,72.0,67.0,Scholar,gentle,B_ungoverned,0,0.6,0,allow
68.0,78.0,70.0,100.0,75.0,100.0,72.0,67.0,Healer,gentle,B_ungoverned,0,0.6,0,allow
68.0,78.0,70.0,100.0,75.0,100.0,72.0,67.0,Trickster,challenger,B_ungoverned,0,0.6,0,allow
68.0,78.0,70.0,100.0,75.0,100.0,72.0,67.0,Pioneer,explorer,B_ungoverned,0,0.6,0,allow
61.0,81.0,65.0,100.0,75.0,100.0,69.0,59.0,Guardian,supporter,B_ungoverned,0,0.6,0,allow
61.0,81.0,65.0,100.0,75.0,100.0,69.0,59.0,Scholar,gentle,B_ungoverned,0,0.6,0,allow
61.0,81.0,65.0,100.0,75.0,100.0,69.0,59.0,Healer,gentle,B_ungoverned,0,0.6,0,allow
61.0,81.0,65.0,100.0,75.0,100.0,69.0,59.0,Trickster,challenger,B_ungoverned,0,0.6,0,allow
61.0,81.0,65.0,100.0,75.0,100.0,69.0,59.0,Pioneer,explorer,B_ungoverned,0,0.6,0,allow
100.0,84.0,60.0,95.5,75.0,97.0,66.0,51.0,Guardian,supporter,B_ungoverned,0,0.7,0,allow
100.0,84.0,60.0,95.5,75.0,97.0,66.0,51.0,Scholar,gentle,B_ungoverned,0,0.7,0,allow
100.0,84.0,60.0,95.5,75.0,97.0,66.0,51.0,Healer,gentle,B_ungoverned,0,0.7,0,allow
100.0,84.0,60.0,95.5,75.0,97.0,66.0,51.0,Trickster,challenger,B_ungoverned,0,0.7,0,allow
100.0,84.0,60.0,95.5,75.0,97.0,66.0,51.0,Pioneer,explorer,B_ungoverned,0,0.7,0,allow
93.0,87.0,55.0,91.0,75.0,94.0,63.0,100.0,Guardian,supporter,B_ungoverned,0,0.6,0,allow
93.0,87.0,55.0,91.0,75.0,94.0,63.0,100.0,Scholar,gentle,B_ungoverned,0,0.6,0,allow
93.0,87.0,55.0,91.0,75.0,94.0,63.0,100.0,Healer,gentle,B_ungoverned,0,0.6,0,allow
93.0,87.0,55.0,91.0,75.0,94.0,63.0,100.0,Trickster,challenger,B_ungoverned,0,0.6,0,allow
93.0,87.0,55.0,91.0,75.0,94.0,63.0,100.0,Pioneer,explorer,B_ungoverned,0,0.6,0,allow
86.0,90.0,50.0,100.0,75.0,100.0,60.0,92.0,Guardian,supporter,B_ungoverned,0,0.6,0,allow
86.0,90.0,50.0,100.0,75.0,100.0,60.0,92.0,Scholar,gentle,B_ungoverned,0,0.6,0,allow
86.0,90.0,50.0,100.0,75.0,100.0,60.0,92.0,Healer,gentle,B_ungoverned,0,0.6,0,allow
86.0,90.0,50.0,100.0,75.0,100.0,60.0,92.0,Trickster,challenger,B_ungoverned,0,0.6,0,allow
86.0,90.0,50.0,100.0,75.0,100.0,60.0,92.0,Pioneer,explorer,B_ungoverned,0,0.6,0,allow
79.0,93.0,85.0,95.5,75.0,97.0,57.0,84.0,Guardian,supporter,B_ungoverned,0,0.9,0,allow
79.0,93.0,85.0,95.5,75.0,97.0,57.0,84.0,Scholar,gentle,B_ungoverned,0,0.9,0,allow
79.0,93.0,85.0,95.5,75.0,97.0,57.0,84.0,Healer,gentle,B_ungoverned,0,0.9,0,allow
79.0,93.0,85.0,95.5,75.0,97.0,57.0,84.0,Trickster,challenger,B_ungoverned,0,0.9,0,allow
79.0,93.0,85.0,95.5,75.0,97.0,57.0,84.0,Pioneer,explorer,B_ungoverned,0,0.9,0,allow
72.0,89.0,80.0,100.0,75.0,100.0,54.0,76.0,Guardian,supporter,B_ungoverned,0,0.6,0,allow
72.0,89.0,80.0,100.0,75.0,100.0,54.0,76.0,Scholar,gentle,B_ungoverned,0,0.6,0,allow
72.0,89.0,80.0,100.0,75.0,100.0,54.0,76.0,Healer,gentle,B_ungoverned,0,0.6,0,allow
72.0,89.0,80.0,100.0,75.0,100.0,54.0,76.0,Trickster,challenger,B_ungoverned,0,0.6,0,allow
72.0,89.0,80.0,100.0,75.0,100.0,54.0,76.0,Pioneer,explorer,B_ungoverned,0,0.6,0,allow
65.0,85.0,75.0,100.0,75.0,100.0,51.0,68.0,Guardian,supporter,B_ungoverned,0,0.6,0,allow
65.0,85.0,75.0,100.0,75.0,100.0,51.0,68.0,Scholar,gentle,B_ungoverned,0,0.6,0,allow
65.0,85.0,75.0,100.0,75.0,100.0,51.0,68.0,Healer,gentle,B_ungoverned,0,0.6,0,allow
65.0,85.0,75.0,100.0,75.0,100.0,51.0,68.0,Trickster,challenger,B_ungoverned,0,0.6,0,allow
65.0,85.0,75.0,100.0,75.0,100.0,51.0,68.0,Pioneer,explorer,B_ungoverned,0,0.6,0,allow
58.0,81.0,70.0,95.5,75.0,97.0,98.0,60.0,Guardian,supporter,B_ungoverned,0,0.65,0,allow
58.0,81.0,70.0,95.5,75.0,97.0,98.0,60.0,Scholar,gentle,B_ungoverned,0,0.65,0,allow
58.0,81.0,70.0,95.5,75.0,97.0,98.0,60.0,Healer,gentle,B_ungoverned,0,0.65,0,allow
58.0,81.0,70.0,95.5,75.0,97.0,98.0,60.0,Trickster,challenger,B_ungoverned,0,0.65,0,allow
58.0,81.0,70.0,95.5,75.0,97.0,98.0,60.0,Pioneer,explorer,B_ungoverned,0,0.65,0,allow
100.0,77.0,65.0,91.0,75.0,94.0,95.0,52.0,Guardian,supporter,B_ungoverned,0,0.7,0,allow
100.0,77.0,65.0,91.0,75.0,94.0,95.0,52.0,Scholar,gentle,B_ungoverned,0,0.7,0,allow
100.0,77.0,65.0,91.0,75.0,94.0,95.0,52.0,Healer,gentle,B_ungoverned,0,0.7,0,allow
100.0,77.0,65.0,91.0,75.0,94.0,95.0,52.0,Trickster,challenger,B_ungoverned,0,0.7,0,allow
100.0,77.0,65.0,91.0,75.0,94.0,95.0,52.0,Pioneer,explorer,B_ungoverned,0,0.7,0,allow
93.0,73.0,60.0,86.5,75.0,91.0,92.0,100.0,Guardian,supporter,B_ungoverned,0,0.6,0,allow
93.0,73.0,60.0,86.5,75.0,91.0,92.0,100.0,Scholar,gentle,B_ungoverned,0,0.6,0,allow
93.0,73.0,60.0,86.5,75.0,91.0,92.0,100.0,Healer,gentle,B_ungoverned,0,0.6,0,allow
93.0,73.0,60.0,86.5,75.0,91.0,92.0,100.0,Trickster,challenger,B_ungoverned,0,0.6,0,allow
93.0,73.0,60.0,86.5,75.0,91.0,92.0,100.0,Pioneer,explorer,B_ungoverned,0,0.6,0,allow
86.0,63.0,55.0,82.0,75.0,88.0,89.0,92.0,Guardian,supporter,B_ungoverned,0,0.85,0,allow
